"","kingdom_final","phylum_final","class_final","order_final","family_final","genus_final","species_final"
"ASVp4_144","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_145","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_146","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_147","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_148","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_149","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_150","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_151","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_152","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_153","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_154","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_155","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_156","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_157","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_158","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_159","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_160","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_161","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_162","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_163","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_164","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_165","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_166","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_167","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_168","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_169","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_170","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_171","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_172","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_173","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_174","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_175","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_176","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_177","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_178","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_179","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_180","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_181","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_182","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_183","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_184","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp4_185","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_186","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_187","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_188","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_189","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_190","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_191","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_192","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_193","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_194","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_195","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_196","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_197","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_198","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_199","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_200","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_201","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_202","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_203","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_204","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_205","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_206","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_207","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","NA"
"ASVp4_208","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_209","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_210","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_211","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_212","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_213","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_214","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_215","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_216","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_217","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_218","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_219","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_220","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_221","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_222","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_223","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp4_224","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_225","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_226","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_227","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_228","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_229","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_230","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_231","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_232","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_233","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_234","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_235","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_236","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_237","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_238","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_239","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_240","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_241","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_242","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_243","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp4_244","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_245","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_246","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_247","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_248","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp4_249","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","NA"
"ASVp4_250","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_251","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","NA"
"ASVp4_252","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_253","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_254","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_255","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_256","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","NA"
"ASVp4_257","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","NA"
"ASVp4_258","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA"
"ASVp4_259","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_260","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_261","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_262","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_263","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_264","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_265","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_266","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_267","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_268","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_269","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_270","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_271","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_272","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_273","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_274","Bacteria","Bacillota","Bacilli","NA","NA","NA","NA"
"ASVp4_275","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
"ASVp4_276","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp4_277","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
"ASVp4_278","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp4_279","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp5_1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"ASVp5_2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei"
"ASVp5_3","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"ASVp5_4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus"
"ASVp5_5","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","effluvii"
"ASVp5_6","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","tayi"
"ASVp5_7","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"ASVp5_8","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp5_9","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","bolteae/clostridioformis"
"ASVp5_10","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"ASVp5_11","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp5_12","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"ASVp5_13","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus"
"ASVp5_14","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens"
"ASVp5_15","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"ASVp5_16","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp5_17","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASVp5_18","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp5_19","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"ASVp5_20","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp5_21","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","tayi"
"ASVp5_22","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp5_23","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Otoolea","symbiosa"
"ASVp5_24","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","durans"
"ASVp5_25","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp5_26","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","plautii"
"ASVp5_27","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis"
"ASVp5_28","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis"
"ASVp5_29","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum"
"ASVp5_30","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","bolteae/clostridioformis"
"ASVp5_31","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","subtilis"
"ASVp5_32","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","longum"
"ASVp5_33","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B","gnavus"
"ASVp5_34","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","durans"
"ASVp5_35","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASVp5_36","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp5_37","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","longum"
"ASVp5_38","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Alitiscatomonas","sp900066535"
"ASVp5_39","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecalis"
"ASVp5_40","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp5_41","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","citroniae"
"ASVp5_42","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica"
"ASVp5_43","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVp5_44","Bacteria","Bacillota_I","Bacilli_A","Erysipelotrichales","Erysipelotrichaceae","Holdemania","filiformis"
"ASVp5_45","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"ASVp5_46","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens"
"ASVp5_47","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","sp000803065/sp022662475/alpina/echinoides_A/sp000251145/alpina_A/sp029911635/sp030854225/phytovorans/sp000797515/echinoides"
"ASVp5_48","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","onderdonkii"
"ASVp5_49","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","sp902362275/sp902472315"
"ASVp5_50","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"ASVp5_51","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","hominis"
"ASVp5_52","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","subtilis"
"ASVp5_53","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Alitiscatomonas","sp900066535"
"ASVp5_54","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","subtilis"
"ASVp5_55","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp5_56","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"ASVp5_57","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","capitis"
"ASVp5_58","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica"
"ASVp5_59","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVp5_60","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","bolteae/clostridioformis"
"ASVp5_61","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum"
"ASVp5_62","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Instestinimonas_A","celer"
"ASVp5_63","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp5_64","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","avium"
"ASVp5_65","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","hominis"
"ASVp5_66","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp001556435"
"ASVp5_67","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","subtilis"
"ASVp5_68","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","dentium"
"ASVp5_69","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecalis"
"ASVp5_70","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Acutalibacteraceae","Hydrogeniiclostridium","mannosilyticum"
"ASVp5_71","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecalis"
"ASVp5_72","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp5_73","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp5_74","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp5_75","Bacteria","Bacillota","Bacilli","Bacillales_B","DSM-18226","Cytobacillus","NA"
"ASVp5_76","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp5_77","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp5_78","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","NA"
"ASVp5_79","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp5_80","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","NA"
"ASVp5_81","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp5_82","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","NA"
"ASVp5_83","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella","NA"
"ASVp5_84","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASVp5_85","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA"
"ASVp5_86","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_A","NA"
"ASVp5_87","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Flavonifractor","NA"
"ASVp5_88","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp5_89","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","NA"
"ASVp5_90","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp5_91","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","NA"
"ASVp5_92","Bacteria","Bacillota","Bacilli","NA","NA","NA","NA"
"ASVp5_93","Bacteria","Bacillota","Bacilli","NA","NA","NA","NA"
"ASVp5_94","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp5_95","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASVp5_96","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_B","NA"
"ASVp5_97","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Bifidobacteriaceae","Bifidobacterium","NA"
"ASVp5_98","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","NA","NA"
"ASVp5_99","Bacteria","Bacillota","Bacilli","NA","NA","NA","NA"
"ASVp5_100","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
"ASVp5_101","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","NA"
"ASVp5_102","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","NA"
