Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
530	PWY-7376	Yes	Yes	9	7	Cofactor-Biosynthesis	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	Brucella melitensis,Pseudomonas denitrificans (nom. rej.),Rhodobacter capsulatus,Sinorhizobium meliloti	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
531	PWY-5973	Yes	Yes	5	4	Lipid-Biosynthesis	<i>cis</i>-vaccenate biosynthesis // <i>cis</i> vaccenic acid acid biosynthesis	Asclepias syriaca,Dolichandra unguis-cati,Escherichia coli	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
532	PWY-6834	Yes	No	4	1	Polyamine-Biosynthesis	spermidine biosynthesis III	Thermococcus kodakarensis,Thermus thermophilus	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
533	PWY0-1303	Yes	No	3	1	Polyamine-Biosynthesis	aminopropylcadaverine biosynthesis	Escherichia coli	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
534	PWY-8047	Yes	No	7	1	SECONDARY-METABOLITE-BIOSYNTHESIS	bryostatin biosynthesis	Candidatus Endobugula sertula	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
535	VALDEG-PWY	Yes	Yes	8	2	Amino-Acid-Degradation	L-valine degradation I	Bacillus cereus,Bacillus subtilis,Bos taurus,Burkholderia cepacia,Homo sapiens,Neurospora crassa,Pseudomonas aeruginosa,Pseudomonas fluorescens,Pseudomonas putida,Rattus norvegicus,Streptomyces avermitilis,Streptomyces coelicolor,Sus scrofa,Tetrahymena pyriformis,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
536	P562-PWY	Yes	Yes	7	1	CYCLITOLS-DEG	<I>myo</I>-inositol degradation I	Caulobacter vibrioides,Bacillus subtilis,Corynebacterium glutamicum,Klebsiella aerogenes,Lacticaseibacillus casei,Myxozyma melibiosi,Rhizobium leguminosarum,Sinorhizobium fredii,Sinorhizobium meliloti	Bacteria	Degradation/utilization/assimilation				Cyclitol degradation			
537	PWY0-1295	Yes	Yes	2	1	NUCLEO-DEG	pyrimidine ribonucleosides degradation	Escherichia coli,Homo sapiens	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
538	THRDLCTCAT-PWY	Yes	Yes	2	1	Amino-Acid-Degradation	L-threonine degradation III (to methylglyoxal)	Arthrobacter globiformis,Bacillus subtilis,Escherichia coli,Serratia marcescens,Pseudomonas sp. NCIB 8858	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
539	PWY-6599	Yes	Yes	2	1	Nucleotide-Biosynthesis	guanine and guanosine salvage II	Trypanosoma brucei,Lupinus luteus,Trypanosoma vivax	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
540	PWY-7111	Yes	Yes	5	4	Energy-Metabolism	pyruvate fermentation to isobutanol (engineered) // isobutanol biosynthesis // pyruvic acid fermentation to isobutanol (engineered)	Bacillus subtilis,Escherichia coli,Lactococcus lactis,Leuconostoc mesenteroides,Proteus vulgaris,Saccharomyces cerevisiae,Streptomyces coelicolor,Thermococcus litoralis,Vibrio fluvialis	Bacteria	Generation of precursor metabolites and energy							
541	PWY-301	Yes	No	8	1	CARBOXYLATES-DEG	cyclohexane-1-carboxylate degradation I (anaerobic) // anaerobic cyclohexane carboxylate degradation // anaerobic cyclohexane-1-carboxylate degradation	Rhodopseudomonas palustris	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
542	PWY-7573	Yes	Yes	2	1	Carbohydrates-Biosynthesis	GDP-mycosamine biosynthesis	Streptomyces sp. FR-008	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
543	PWY-1801	Yes	Yes	3	1	C1-COMPOUNDS	formaldehyde oxidation II (glutathione-dependent) // formaldehyde oxidation II (GSH-dependent)	Escherichia coli,Homo sapiens,Paracoccus denitrificans,Paracoccus versutus,Cereibacter sphaeroides,Saccharomyces cerevisiae	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
544	PWY0-43	Yes	No	3	1	CARBOXYLATES-DEG	conversion of succinate to propanoate // conversion of succinate to propionate	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
545	PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2	Super-Pathways // Cell-Structure-Biosynthesis	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	Bacillus anthracis,Bacillus subtilis,Corynebacterium ammoniagenes,Corynebacterium diphtheriae,Corynebacterium glutamicum,Corynebacterium pseudotuberculosis,Escherichia coli,Geobacillus stearothermophilus,Priestia megaterium,Propionibacterium freudenreichii,Pseudomonas aeruginosa,Rhizobium viscosum,Sinomonas albida	Bacteria	Biosynthesis	Superpathways			Cell structure biosynthesis			
546	PWY-5484	Yes	Yes	11	9	Energy-Metabolism	glycolysis II (from fructose 6-phosphate)	Escherichia coli,Streptococcus mutans	Bacteria	Generation of precursor metabolites and energy							
547	PWY-8294	Yes	Yes	2	2	Amino-Acid-Degradation	L-aspartate degradation III (anaerobic)	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
548	RUMP-PWY	Yes	No	6	1	C1-COMPOUNDS // Energy-Metabolism	formaldehyde oxidation I // dissimilatory RUMP cycle	Methylobacillus flagellatus,Brevibacillus brevis,Methylomonas aminofaciens,Mycobacterium gastri	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			C1 Compound utilization and assimilation			
549	GLYCLEAV-PWY	Yes	Yes	3	3	Amino-Acid-Degradation	glycine cleavage // glycine cleavage system // glycine decarboxylase complex // gcv system // glycine cleavage complex	Escherichia coli,Gallus gallus,Homo sapiens,Pisum sativum,Pyrococcus horikoshii,Saccharomyces cerevisiae	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
550	PWY0-1301	Yes	Yes	1	1	Carbohydrates-Degradation	melibiose degradation	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
551	PWY-7425	Yes	Yes	3	1	CHLORINATED-COMPOUNDS-DEG	2-chloroacrylate degradation I	Burkholderia sp. WS	Bacteria	Degradation/utilization/assimilation				Chlorinated compound degradation			
552	PWY-7964	Yes	Yes	3	2	Cofactor-Biosynthesis	pseudocobalamin biosynthesis from adenosylcobinamide-GDP // <i>Co</i>&alpha;-[a-(adenin-9-yl)]-<i>Co</i>&beta;-adenosylcobamide biosynthesis from adenosylcobinamide-GDP // pseudo-adenosyl cobamide biosynthesis from adenosylcobinamide-GDP // adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Methanocaldococcus jannaschii,Acidipropionibacterium acidipropionici,Aphanizomenon flos-aquae,Clostridium cochlearium,Clostridium tetanomorphum,Limosilactobacillus reuteri,Methanococcales,Methanococcus voltae,Methanoplanus limicola,Nostoc commune,Propionigenium modestum,Salmonella enterica,Synechocystis sp. PCC 6803	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
553	PWY-7798	Yes	Yes	2	1	Protein-Modification	protein <i>S</i>-nitrosylation and denitrosylation	Escherichia coli,Homo sapiens,Saccharomyces cerevisiae	Bacteria	Macromolecule modification				Protein modification			
554	PWY-7007	Yes	No	6	1	Energy-Metabolism	methyl ketone biosynthesis (engineered)	Escherichia coli,Solanum habrochaites,Micrococcus luteus,Solanum lycopersicum	Bacteria	Generation of precursor metabolites and energy							
555	PWY-8184	Yes	No	3	1	Amino-Acid-Degradation // Energy-Metabolism	L-isoleucine degradation III (oxidative Stickland reaction) // L-isoleucine fermentation	Clostridioides difficile,Clostridium sporogenes,Thermococcus litoralis	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
556	PWY-5194	Yes	Yes	2	2	Tetrapyrrole-Biosynthesis	siroheme biosynthesis	Archaeoglobus fulgidus,Priestia megaterium,Escherichia coli,Paracoccus pantotrophus,Pseudomonas denitrificans (nom. rej.),Saccharomyces cerevisiae,Salmonella enterica,Spinacia oleracea	Bacteria	Biosynthesis				Tetrapyrrole biosynthesis			
557	GLUDEG-II-PWY	Yes	No	3	1	Amino-Acid-Degradation // Super-Pathways // Energy-Metabolism	L-glutamate degradation VII (to butanoate) // L-glutamate fermentation // mesaconate pathway // L-glutamate degradation VII (to butyrate) // L-glutamic acid degradation VII (to butanoic acid) // methylaspartate pathway	Citrobacter amalonaticus,Citrobacter freundii,Clostridium acetobutylicum,Clostridium cochlearium,Clostridium kluyveri,Clostridium malenominatum,Clostridium saccharobutylicum,Clostridium tetani,Clostridium tetanomorphum,Hathewaya limosa,Morganella morganii	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy	Superpathways		Amino acid degradation			
558	PWY-8185	Yes	No	3	1	Amino-Acid-Degradation // Energy-Metabolism	L-leucine degradation V (oxidative Stickland reaction) // L-leucine fermentation	Clostridioides difficile,Thermococcus litoralis	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
559	PWY-7805	Yes	No	8	1	Noncarbon-Nutrients	(aminomethyl)phosphonate degradation	Priestia megaterium,Escherichia coli,Pseudomonas sp. 7B,Sinomonas atrocyanea,Sinorhizobium meliloti	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
560	ARGSYN-PWY	Yes	Yes	4	4	Super-Pathways // Amino-Acid-Biosynthesis	L-arginine biosynthesis I (via L-ornithine)	Escherichia coli,Moritella sp.,Myxococcus xanthus,Salmonella enterica,Vibrionaceae	Bacteria	Biosynthesis	Superpathways			Amino acid biosynthesis			
561	PWY0-1182	Yes	Yes	2	1	Carbohydrates-Degradation	trehalose degradation II (cytosolic)	Apis mellifera,Escherichia coli,Saccharomyces cerevisiae	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
562	PWY-7347	Yes	No	3	1	Carbohydrates-Biosynthesis	sucrose biosynthesis III	Methylobacillus flagellatus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
563	PWY-6174	Yes	No	7	1	SECONDARY-METABOLITE-BIOSYNTHESIS	mevalonate pathway II (haloarchaea) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis - mevalonate dependent	Halobacterium salinarum,Halobacterium sp. JP-6,Haloferax volcanii,Roseiflexus castenholzii	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
564	PWY0-1261	Yes	Yes	13	8	Other-Degradation	peptidoglycan recycling I // 1,6-anhydro-<i>N</i>-acetylmuramic acid recycling I // cell wall recycling I // anhydromuropeptides recycling I	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Other degradation			
565	PWY-8232	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Shigella boydii</i> serotype 6 O antigen biosynthesis	Shigella boydii	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
566	PWY-8199	Yes	No	7	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Salmonella enterica</i> serotype O:9,46,27 O antigen biosynthesis // group D3 <i>Salmonella</i> O antigen biosynthesis	Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
567	NAD-BIOSYNTHESIS-II	Yes	Yes	3	2	Cofactor-Biosynthesis	NAD salvage pathway III (to nicotinamide riboside) // nicotinamide adenine dinucleotide salvage	Aggregatibacter actinomycetemcomitans,Escherichia coli,Haemophilus influenzae,Lactococcus lactis,Nostoc punctiforme,Pasteurella multocida,[Haemophilus] ducreyi	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
568	PWY-7216	Yes	No	5	2	Storage-Compounds-Biosynthesis	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered) // (R)- and (S)-3-hydroxybutyrate biosynthesis	Clostridium acetobutylicum,Cupriavidus necator,Escherichia coli	Bacteria	Biosynthesis				Storage compound biosynthesis			
569	PWY-6461	Yes	Yes	2	1	Cell-Structure-Biosynthesis	peptidoglycan cross-bridge biosynthesis II (<i>E. faecium</i>)	Enterococcus faecium,Lacticaseibacillus casei,Lactococcus lactis	Bacteria	Biosynthesis				Cell structure biosynthesis			
570	PWY-5740	Yes	Yes	2	1	Carbohydrates-Biosynthesis	GDP-L-colitose biosynthesis	Escherichia coli,Providencia alcalifaciens,Pseudoalteromonas tetraodonis,Salmonella enterica,Vibrio cholerae O139,Yersinia pseudotuberculosis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
571	PWY-6163	Yes	Yes	5	5	Carboxylate-Biosynthesis	chorismate biosynthesis from 3-dehydroquinate	Bacillus subtilis,Escherichia coli,Haemophilus influenzae,Methanocaldococcus jannaschii,Petunia x hybrida,Saccharomyces cerevisiae,Salmonella enterica,Saccharolobus solfataricus	Bacteria	Biosynthesis				Carboxylic acid biosynthesis			
572	PWY-6906-1	Yes	No	8	2	Polymer-Degradation // Carbohydrates-Degradation	chitin derivatives degradation	Vibrio cholerae non-O1,Vibrio cholerae O1,Vibrio furnissii	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Polymeric compound degradation	Carbohydrate degradation		
573	CITRULLINE-DEG-PWY	Yes	Yes	1	1	Amino-Acid-Degradation	L-citrulline degradation	Aeromonas caviae,Aphanocapsa,Giardia duodenalis,Halobacterium salinarum,Lentilactobacillus hilgardii,Lactiplantibacillus plantarum,Metamycoplasma hominis,Mycoplasmoides pneumoniae,Oenococcus oeni,Pseudomonas aeruginosa,Spiroplasma citri,Streptococcus ratti,Treponema denticola,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
574	GALACTARDEG-PWY	Yes	Yes	4	3	CARBOXYLATES-DEG	D-galactarate degradation I // D-galactarate catabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
575	SALVADEHYPOX-PWY	Yes	Yes	4	3	NUCLEO-DEG	adenosine nucleotides degradation II // purine ribonucleotide/ribonucleoside metabolism	Rattus norvegicus,Homo sapiens,Penicillium palitans,Aspergillus terricola,Escherichia coli	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
576	PWY-2721	Yes	Yes	2	1	Carbohydrates-Degradation	trehalose degradation III	Enterococcus faecalis,Lactococcus lactis	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
577	PWY-7972	Yes	Yes	3	2	Cofactor-Biosynthesis	adenosylcobinamide-GDP salvage from cobinamide II	Halobacterium salinarum,Methanopyrus kandleri,Methanosarcina mazei,Methanothermobacter thermautotrophicus,Cereibacter sphaeroides	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
578	PWY-6999	Yes	No	4	1	SECONDARY-METABOLITE-DEGRADATION	theophylline degradation	Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Secondary metabolite degradation			
579	PWY-5101	Yes	Yes	7	4	Amino-Acid-Biosynthesis	L-isoleucine biosynthesis II	Acetivibrio thermocellus,Synechocystis sp. PCC 6803,Thermotoga maritima,Bradyrhizobium japonicum,Megalodesulfovibrio gigas,Pelobacter propionicus,Pyrococcus furiosus,Geobacter sulfurreducens,Ignicoccus hospitalis,Leptospira biflexa,Leptospira interrogans,Methanobacterium bryantii,Methanobrevibacter arboriphilus,Methanobrevibacter smithii,Methanocaldococcus jannaschii,Methanococcus aeolicus,Methanococcus voltae,Methanosarcina barkeri,Methanothermobacter thermautotrophicus	Bacteria	Biosynthesis				Amino acid biosynthesis			
580	PWY-8219	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:107 O antigen biosynthesis	Escherichia coli O107	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
581	PWY185E-1	Yes	No	8	1	SECONDARY-METABOLITE-BIOSYNTHESIS	mycobactin biosynthesis	Mycobacterium tuberculosis	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
582	PWY2B4Q-2	Yes	No	3	1	Carbohydrates-Biosynthesis	GDP-<i>N</i>-formyl-&alpha;-D-perosamine biosynthesis	Brucella abortus,Brucella melitensis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
583	PWY-7541	Yes	Yes	4	2	Metabolic-Clusters // Energy-Metabolism	1,2-propanediol biosynthesis from lactate (engineered)	Escherichia coli,Megasphaera elsdenii,Salmonella enterica	Bacteria	Generation of precursor metabolites and energy	Metabolic clusters						
584	PWY-5046	Yes	No	3	1	Energy-Metabolism	2-oxoisovalerate decarboxylation to isobutanoyl-CoA // branched-chain &alpha;-keto acid dehydrogenase system // branched-chain &alpha;-keto acid dehydrogenase complex // branched-chain 2-oxo acid dehydrogenase complex // branched-chain 2-oxo acid dehydrogenase system	Geobacillus stearothermophilus,Homo sapiens,Mus musculus,Pseudomonas aeruginosa,Pseudomonas putida,Rattus norvegicus,Saccharolobus solfataricus,Synechocystis	Bacteria	Generation of precursor metabolites and energy							
585	SERDEG-PWY	Yes	Yes	1	1	Amino-Acid-Degradation	L-serine degradation	Escherichia coli,Homo sapiens	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
586	PWY-43	Yes	No	3	1	Polyamine-Biosynthesis	putrescine biosynthesis II	Aeromonas caviae,Campylobacter jejuni,Pseudomonas aeruginosa,Arabidopsis thaliana	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
587	ILEUDEG-PWY	Yes	No	6	2	Amino-Acid-Degradation	L-isoleucine degradation I	Bacillus subtilis,Bos taurus,Clostridium,Homo sapiens,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas putida,Rattus norvegicus,Saccharolobus solfataricus,Streptomyces avermitilis	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
588	PWY-7750	Yes	Yes	1	1	C1-COMPOUNDS	carbon monoxide oxidation to CO<sub>2</sub> // carboxydotrophy	Bradyrhizobium japonicum,Hydrogenophaga pseudoflava,Afipia carboxidovorans	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
589	DAPLYSINESYN-PWY	Yes	Yes	9	8	Amino-Acid-Biosynthesis	L-lysine biosynthesis I // L-lysine and L-diaminopimelate biosynthesis	Arthrobacter globiformis,Azotobacter vinelandii,Bordetella pertussis,Corynebacterium glutamicum,Escherichia coli,Haemophilus influenzae,Helicobacter pylori,Mycobacterium tuberculosis,Rhodospirillum rubrum	Bacteria	Biosynthesis				Amino acid biosynthesis			
590	PWY3O-1743	Yes	Yes	2	1	Carbohydrates-Degradation	D-mannose degradation II	Saccharomyces cerevisiae,Apium graveolens,Homo sapiens,Nicotiana tabacum,Solanum tuberosum,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
591	PWY0-662	Yes	Yes	1	1	Carbohydrates-Biosynthesis	PRPP biosynthesis // 5-phosphoribosyl 1-pyrophosphate biosynthesis	Mycobacterium tuberculosis,Escherichia coli,Homo sapiens,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
592	PWY-6080	Yes	No	4	1	AROMATIC-COMPOUNDS-DEGRADATION	4-ethylphenol degradation (anaerobic)	Aromatoleum aromaticum	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
593	PWY-7220	Yes	Yes	3	2	Nucleotide-Biosynthesis	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
594	ANAGLYCOLYSIS-PWY	Yes	Yes	11	9	Energy-Metabolism	glycolysis III (from glucose) // anaerobic glycolysis // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis III (glucokinase)	Homo sapiens,Saccharomyces cerevisiae,Thermotoga maritima	Bacteria	Generation of precursor metabolites and energy							
595	PWY-5120	Yes	Yes	1	1	Polyprenyl-Biosynthesis	geranylgeranyl diphosphate biosynthesis // GGPP biosynthesis	Bacillus subtilis,Capsicum annuum,Homo sapiens,Methanothermobacter marburgensis,Micrococcus luteus,Pantoea agglomerans,Rhodobacter capsulatus,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Polyprenyl biosynthesis			
596	PWY-7953	Yes	Yes	8	6	Cell-Structure-Biosynthesis	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis III (<i>meso</i>-diaminopimelate containing)	Xanthomonas oryzae	Bacteria	Biosynthesis				Cell structure biosynthesis			
597	PWY-6470	Yes	Yes	7	4	Antibiotic-Resistance // Super-Pathways // Cell-Structure-Biosynthesis	peptidoglycan biosynthesis V (&beta;-lactam resistance) // penicillin resistance // &beta;-lactam resistance	Enterococcus faecium	Bacteria	Biosynthesis	Detoxification	Superpathways		Cell structure biosynthesis	Antibiotic resistance		
598	PWY-8431	Yes	No	4	1	Amino-Acid-Degradation	L-mimosine degradation	Arthrobacter sp. Ryudai-S1,Leucaena leucocephala,Mimosa pudica,Rhizobium sp. TAL1145,Synergistes jonesii	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
599	PWY-1861	Yes	Yes	8	5	C1-COMPOUNDS	formaldehyde assimilation II (assimilatory RuMP Cycle) // ribulose monophosphate cycle // formaldehyde assimilation // assimilatory RuMP pathway	Bacillus subtilis,Methylobacillus flagellatus,Brevibacillus brevis,Methylomonas aminofaciens,Mycobacterium gastri	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
600	PWY490-4	Yes	Yes	4	2	Aminoacyl-tRNAs-Charging // Amino-Acid-Biosynthesis	L-asparagine biosynthesis III (tRNA-dependent) // L-asparaginyl-tRNA<sup>asn</sup> biosynthesis via transamidation	Deinococcus radiodurans,Thermus thermophilus	Bacteria	Biosynthesis	Macromolecule modification			Amino acid biosynthesis	Aminoacyl-tRNAs-charging		
601	PWY-5151	Yes	Yes	2	1	Amino-Acid-Degradation	L-tyrosine degradation II	Arthrobacter globiformis,Bacillus sp. 8,Micrococcus luteus	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
602	PWY-7815	Yes	Yes	12	2	Cell-Structure-Biosynthesis	poly(ribitol phosphate) wall teichoic acid biosynthesis I (<i>B. subtilis</i>) // ribitol teichoic acid biosynthesis	Bacillus spizizenii	Bacteria	Biosynthesis				Cell structure biosynthesis			
603	CYSTSYN-PWY	Yes	Yes	2	2	Amino-Acid-Biosynthesis	L-cysteine biosynthesis I	Escherichia coli,Methanosarcina barkeri,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
604	PWY-6122	Yes	Yes	5	4	Nucleotide-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis II	Escherichia coli,Methanocaldococcus jannaschii	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
605	METHIONINE-DEG1-PWY	Yes	No	3	1	Amino-Acid-Degradation	L-methionine degradation I (to L-homocysteine)	Homo sapiens,Rattus norvegicus,Saccharomyces cerevisiae	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
606	ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	2	Alcohol-Degradation	ethanol degradation I // acetyl-CoA biosynthesis (from alcohol)	Citrobacter sp. S-77,Clostridium acetobutylicum,Clostridium kluyveri,Escherichia coli,Syntrophotalea acetylenica	Bacteria	Degradation/utilization/assimilation				Alcohol degradation			
607	PWY-8222	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:128 O antigen biosynthesis	Escherichia coli O128	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
608	PWY-7328	Yes	Yes	2	2	Super-Pathways // Carbohydrates-Biosynthesis	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Escherichia coli,Escherichia coli O113,Mycobacterium tuberculosis,Streptococcus pneumoniae,Streptococcus thermophilus,Vibrio cholerae O139	Bacteria	Biosynthesis	Superpathways			Carbohydrate biosynthesis			
609	PWY-5437	Yes	Yes	6	4	Amino-Acid-Degradation // Energy-Metabolism	L-threonine degradation I	Clostridium tetanomorphum,Escherichia coli,Salmonella enterica	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
610	PWY-8291	Yes	Yes	2	2	Amino-Acid-Degradation	L-aspartate degradation II (aerobic)	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
611	PYRIDNUCSAL-PWY	Yes	No	7	2	Cofactor-Biosynthesis	NAD salvage pathway I (PNC VI cycle) // pyridine nucleotide cycling // nicotinamide adenine dinucleotide salvage	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
612	PWY-7159	Yes	No	6	1	Tetrapyrrole-Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis (from uroporphyrinogen-III) III (aerobic, light independent) // light-independent aerobic 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis	Leptolyngbya boryana,Microchaete diplosiphon,Rubrivivax gelatinosus,Synechocystis sp. PCC 6803,Thermosynechococcus vestitus	Bacteria	Biosynthesis	Biosynthesis			Tetrapyrrole biosynthesis	Secondary metabolite biosynthesis		
613	PWY-8152	Yes	No	15	1	Fatty-Acid-and-Lipid-Degradation	androstenedione degradation II (anaerobic) // 2,3-seco pathway	Steroidobacter denitrificans,Sterolibacterium denitrificans	Bacteria	Degradation/utilization/assimilation				Fatty acid and lipid degradation			
614	PWY-6613	Yes	Yes	2	2	Cofactor-Biosynthesis	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate // folic acid salvage // folate salvage // THF salvage	Escherichia coli,Homo sapiens,Lactococcus lactis,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
615	2ASDEG-PWY	Yes	No	4	1	AROMATIC-COMPOUNDS-DEGRADATION	orthanilate degradation // 2-aminobenzenesulfonate desulfonation	Alcaligenes sp. O-1	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
616	PWY-8280	Yes	No	6	2	Lipid-Biosynthesis	stearate biosynthesis IV // stearic acid biosynthesis IV	Porphyromonas gingivalis	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
617	PWY-8352	Yes	Yes	5	3	Cofactor-Biosynthesis	NAD <i>de novo</i> biosynthesis III // nicotinamide adenine dinucleotide biosynthesis III	Archaeoglobus fulgidus,Methanocaldococcus jannaschii,Methanococcoides burtonii,Methanococcus maripaludis,Methanopyrus kandleri,Methanosarcina barkeri,Methanosarcina mazei,Methanothermobacter thermautotrophicus,Thermotoga maritima	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
618	PWY0-301	Yes	No	5	1	CARBOXYLATES-DEG	L-ascorbate degradation I (bacterial, anaerobic) // ascorbic acid degradation I	Escherichia coli,Klebsiella pneumoniae,Lacticaseibacillus rhamnosus	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
619	PWY-6476	Yes	Yes	1	1	Cofactor-Biosynthesis	cytidylyl molybdenum cofactor biosynthesis // MCD biosynthesis // molybdopterin cytosine dinucleotide biosynthesis	Escherichia coli	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
